Timestamp,Category,Stream Title,Channel,Viewers,Tags
2025-02-22 17:32:06,League of Legends,🔴 BO3 ПОЛУФИНАЛ ПРОТИВ СИГМА БОЙС 🔴 !funpay !tg !discord !турнир,Nomanzzz,1000,LPL
2025-02-22 17:32:06,League of Legends,一昨日のNSｖｓＧＥＮＧ見る,JapaneseKoreanUG,1000,LCK
2025-02-22 17:32:06,League of Legends,マウスあたらしくなった！そして部屋も綺麗になりました💧✨👾👑…な、シンリャクシャです！,とおこ (urs_toko),1000,LEC
2025-02-22 17:32:06,League of Legends,2/22 休息完畢 繼續認真開直播,勝敗難免 (ggbb528),993,Português
2025-02-22 17:32:06,League of Legends,СЕДЬМОЙ ИГРОВОЙ ДЕНЬ - FUNPAY WINTER CUP | ПОЛУФИНАЛЫ | ПРИЗОВОЙ ФОНД 300.000₽ !бот,FunPay_com,960,Português
2025-02-22 17:32:06,League of Legends,❄️ Разминка -> Полуфинал Турика в ~20:00 / ГМ -> 1к ЛП с 76% WR ✅! ❄️ !ТГ / !tierlist (Patch 15.4) / !Посоветуй - инфа о ЛоЛе,Diamondprox_LoL,951,Educational
2025-02-22 17:32:06,League of Legends,"🔴TOXICO , FLAMER , REPORTADOR Y JUSTICIERO | VOY A CONSEGUIR MASTER ESTE SPLIT | FULL MENTAL | TTS A 40 BITS",AlvaroStorm,925,Pepega
2025-02-22 17:32:06,League of Legends,СПИДРАН В ГМ! (В Д4) ЗАВТРА В 19:00 ПРОХОЖДЕНИЕ MISIDE,GeneraL_HS_,911,English
2025-02-22 17:32:06,League of Legends,หดหู่กับแมนยู EP 1,Takluz,909,English
2025-02-22 17:32:06,League of Legends,LEC watchparty SLOW TV | Kapesnik69 STREAMERS CLASH Season 2 Champion | PLAYZONE ARÉNA | !penny !tiger !bakerolls,StreamersClash,830,Português
2025-02-22 17:32:06,League of Legends,🔴 6:0 W RIFT LEGENDS | NOWE OKULARY xDD | !instant !yt !dc !tiktok !meta !varus,zamulek,807,Čeština
2025-02-22 17:32:06,League of Legends,main karmy gra karmą gdy karma siedzi | !dc !sr,maquk,669,Cassiopeia
2025-02-22 17:32:06,League of Legends,🔴LEC COSTREAM WAITING ROOM - ELIMINATION DAY🔴 !dpmlol !discord !youtube !displate,Caedrel,29700,LEC
2025-02-22 17:32:06,League of Legends,なんか,k4sen,12700,English
2025-02-22 17:32:06,League of Legends,VIT vs. BDS - 2025 LEC Winter Split Playoffs - Lower Round 1,LEC,9300,LCK
2025-02-22 17:32:06,League of Legends,LEC WINTER SPLIT 2025 - ROUND 1 LOWER - BO3,otplol_,8500,LPL
2025-02-22 17:32:06,League of Legends,🔴 Los Ratones Support 🔴,Rekkles,6900,日本語
2025-02-22 17:32:06,League of Legends,CHOVY VS SHOWMAKER | GEN VS DK | LCK,TraYtoNlol,4800,ネタバレNG
2025-02-22 17:32:06,League of Legends,🟢AZB bis LEC ELIMINATION🟢!MAD #LCKWatchparty,Tolkin,4600,ネタバレ注意
2025-02-22 17:32:06,League of Legends,🔴 LCK - GEN x NS 🔴🌴 Hoje: Passa a Call 15:00 !grupo !bb [RETRANSMISSÃO] !status !kbmidl,Baiano,2900,Esports
2025-02-22 17:32:06,League of Legends,Sabadão do Mylão 😍 !PIX !BETBOOM !DISCORD !LOJA 2x pra subs,Mylonzete,2600,English
2025-02-22 17:32:06,League of Legends,📢📢LEC CO-STREAM VIT vs BDS WINTER PLAYOFFS LETS GOO | #WatchLEC! 📢📢 !YOUTUBE !CLIPS !DISCORD !PRIME,Jankos,2200,DropsEnabled
2025-02-22 17:32:06,League of Legends,1458 LP Rank 21. Journey To Rank 1! | !insta,Spear_Shot,1600,Français
2025-02-22 17:32:06,League of Legends,SABADÃO ABENÇOADO COM O SABUGO 🌽🦈🌹 | !alura | !cod | !growth | !pix,Kennzy,1600,Esport
2025-02-22 17:32:06,League of Legends,🟪45S delay! HITPOINT KVALIFIKACE!! JDEME SI PRO ZLATO! TEAM 04 🟪 TOČKY 22:00 !kdytocky 🎰 🟪 🌞 !MERKUR 50 FS !bonus 200kč 🌞 🟪,Opat04,1500,English
2025-02-22 17:32:06,League of Legends,"GKAVLATHON DAY 5 , !GKAVLATHON . !10% , !GIVEAWAYS",Pun1shers_TV,1400,Esport
2025-02-22 17:32:06,League of Legends,SOLOQ DE GENIOS PRE LEC HISTORIA DE LA LPL HOY | #Seguimos #Hipotequismo,ToadAmarillo,1300,LEC
2025-02-22 17:32:06,League of Legends,"Se stai cercando una persona umana, gentile e educata sei nel posto sbagliato, qui siamo calabresi",Paoloidolo,1100,Challenger
2025-02-22 17:32:06,League of Legends,差點說出「不逃離鐵牌就不睡覺！！！！！！」了 【Namin/娜珉】,나민님 (namin1004),1100,Français
2025-02-22 17:32:06,League of Legends,🥵 DRAMA 🥵 !drama,humzh,1100,Deutsch
2025-02-22 17:32:06,League of Legends,🔴 BO3 ПОЛУФИНАЛ ПРОТИВ СИГМА БОЙС 🔴 !funpay !tg !discord !турнир,Nomanzzz,1000,LPL
2025-02-22 17:32:06,League of Legends,一昨日のNSｖｓＧＥＮＧ見る,JapaneseKoreanUG,1000,LCK
2025-02-22 17:32:06,League of Legends,マウスあたらしくなった！そして部屋も綺麗になりました💧✨👾👑…な、シンリャクシャです！,とおこ (urs_toko),1000,LEC
2025-02-22 17:32:06,League of Legends,2/22 休息完畢 繼續認真開直播,勝敗難免 (ggbb528),993,Português
2025-02-22 17:32:06,League of Legends,СЕДЬМОЙ ИГРОВОЙ ДЕНЬ - FUNPAY WINTER CUP | ПОЛУФИНАЛЫ | ПРИЗОВОЙ ФОНД 300.000₽ !бот,FunPay_com,960,Português
2025-02-22 17:32:06,League of Legends,❄️ Разминка -> Полуфинал Турика в ~20:00 / ГМ -> 1к ЛП с 76% WR ✅! ❄️ !ТГ / !tierlist (Patch 15.4) / !Посоветуй - инфа о ЛоЛе,Diamondprox_LoL,951,Educational
2025-02-22 17:32:06,League of Legends,"🔴TOXICO , FLAMER , REPORTADOR Y JUSTICIERO | VOY A CONSEGUIR MASTER ESTE SPLIT | FULL MENTAL | TTS A 40 BITS",AlvaroStorm,925,Pepega
2025-02-22 17:32:06,League of Legends,СПИДРАН В ГМ! (В Д4) ЗАВТРА В 19:00 ПРОХОЖДЕНИЕ MISIDE,GeneraL_HS_,911,English
2025-02-22 17:32:06,League of Legends,หดหู่กับแมนยู EP 1,Takluz,909,English
2025-02-22 17:32:06,League of Legends,LEC watchparty SLOW TV | Kapesnik69 STREAMERS CLASH Season 2 Champion | PLAYZONE ARÉNA | !penny !tiger !bakerolls,StreamersClash,830,Português
2025-02-22 17:32:06,League of Legends,🔴 6:0 W RIFT LEGENDS | NOWE OKULARY xDD | !instant !yt !dc !tiktok !meta !varus,zamulek,807,Čeština
2025-02-22 17:32:06,League of Legends,main karmy gra karmą gdy karma siedzi | !dc !sr,maquk,669,Cassiopeia
2025-02-22 17:32:14,Grand Theft Auto V,ストグラ337日～少し～,ファン太 (fantasista_jp),12800,ストリートファイター6
2025-02-22 17:32:14,Grand Theft Auto V,【ストグラ】275日目鳩禁指示禁【ケインオー】,ギルくん (guilty1223),8100,雑談
2025-02-22 17:32:14,Grand Theft Auto V,【#ストグラ 146日目】チルなのか？三島みつー【ALLIN】,みつきさんです (mitsuki_mitsuu),4000,日本語
2025-02-22 17:32:14,Grand Theft Auto V,ストグラ523日目 小峯れい/ハイライト,FOXRABBIT,3900,日本語
2025-02-22 17:32:14,Grand Theft Auto V,#ストグラ｜羽山ペティ 192日目,栗山やんみ (yanmidayo),3400,ストグラ
2025-02-22 17:32:14,Grand Theft Auto V,【#ストグラ】Day190 / ALLIN147日目【 #配信しろや / 三否亭 四五六確 / のりプロ所属】,梟雄しろや (kyoyu_shiroya),2400,ストリーマー
2025-02-22 17:32:14,Grand Theft Auto V,AOVIVO Sabadou com Liminha !farmskins !skinplace,liminhag0d,2000,日本語
2025-02-22 17:32:14,Grand Theft Auto V,【ストグラ】180日目 ちる 犬上リオ 鳩.ネタバレ.指示.暴言.他下げ×,Rio_taro,1900,fps
2025-02-22 17:32:14,Grand Theft Auto V,ストグラ460日目/ 大量の体験達 or 148日目/ zzz,あどみん (titiseadmin),1700,ストグラ
2025-02-22 17:32:14,Grand Theft Auto V,OFFICER DYLAN SAWYER - nopixel 4.0,Kyle,1400,鳩禁止
2025-02-22 17:32:14,Grand Theft Auto V,#ストグラ 👑KSDズズ「2025！キモキモオ！」,ズズズズズ (zetyou2),1300,日本語
2025-02-22 17:32:14,Grand Theft Auto V,Heute wird jemand sein letzten Tag haben! 🔸 [Unity-Life] 🔸 !hitech !Koro !Holy #Werbung🔸,MasterTay,1300,日本語
2025-02-22 17:32:14,Grand Theft Auto V,SABATO IMPERIALE | PRIMI PUNTI | REACT ALLE POSTAZIONI | !sub !prime !discord,iDensTv,1300,羽山ペティ
2025-02-22 17:32:14,Grand Theft Auto V,僕ADC、味方のサポートがCS譲ってくれるも簡単なCSも取れずサポートが棒立ちになり次第にCSを取り始める所を見て不甲斐なさと悔しさを感じました。,けっつん (kettuncyukyuhei),1000,ＵFORU
2025-02-22 17:32:14,Grand Theft Auto V,[NARCOCITY] 24ER @jerzy !⚡ !MODPACK ⚡ !OPERA⚡ !DISCORD⚡ !BOBBYCOINS⚡!GO⚡ !RAUB ⚡ ≠ᴡᴇʀʙᴜɴɢ,JERZY,1000,雑談
2025-02-22 17:32:14,Grand Theft Auto V,PACO Y CHUPETE,DeqiuV,997,のりプロ
2025-02-22 17:32:14,Grand Theft Auto V,Я ЗАХВАТЫВАЮ ПЕРВЫЙ БАНК ПОТОМ ФИЛЬМ !tg !ставки !мерч !shop,MIRWANA,964,ALLIN
2025-02-22 17:32:14,Grand Theft Auto V,NORTH WINDAR WAR 9PM | Time2RP | 2.5K SUB GOAL,Saleem,898,日本語
2025-02-22 17:32:14,Grand Theft Auto V,RP | NoPixel | discord.gg/snow | !star,uhSnow,881,Português
2025-02-22 17:32:14,Grand Theft Auto V,Abdul - TAXI MAN - !PRP !PurpleRP !YouTube !Discord !instagram !NoPixel !Time2RP #ad,AbdulHD,875,日本語
2025-02-22 17:32:14,Grand Theft Auto V,382日目の安保さぶ郎。,さぶ郎 (sabu_iko),858,ストグラ
2025-02-22 17:32:14,Grand Theft Auto V,【#ストグラ168日】エナドリ禁止3日目,ゆふな (yufuna),870,日本語
2025-02-22 17:32:14,Grand Theft Auto V,ストグラ『広場 うた子』Day24,ゴールデンボンバーの歌広場淳 (utahiro0830),809,雑談
2025-02-22 17:32:14,Grand Theft Auto V,"Я теперь анимешник, и что вы мне сделаете? Promo: GAS",SOTRUDNICK,775,English
2025-02-22 17:32:14,Grand Theft Auto V,🛑ว๊ายยยย ไม่แพ้นะจ๊ะล้อไม่ได้น้าา🛑 #IHAVECPU #No.1Topup,GOLDENJET_,752,GTA
2025-02-22 17:32:14,Grand Theft Auto V,【#ストグラ】【426日目】Tricksterギャンボス編56日目【ジョーカー視点】【2025.2.22】,せるふぃ_ (selphyyyyy),751,GTA5
2025-02-22 17:32:14,Grand Theft Auto V,Движ на GRAND RP (1 сервер) Промокод: z51 !тг !vip !дс !донат,znat51,740,STGR
2025-02-22 17:32:14,Grand Theft Auto V,【#ストグラ】餡ブレラ編/130日目つよがりとうか,よわむしとうか (touka3210),735,ズズ
2025-02-22 17:32:14,Grand Theft Auto V,PROJECTNYX | LIPA U MAFII? | RANDEWU DZIS | !dzik !steel !g4 !ig !tiktok !prime #ad,krutkii_,729,GTAV
2025-02-22 17:32:14,Grand Theft Auto V,ストグラ Ura Ipura - ほんじつのNOLIMITは｜!org !japan !ura !stgr [日本語/EN OK],rprx,404,Mastertay
2025-02-22 17:32:14,Grand Theft Auto V,ストグラ337日～少し～,ファン太 (fantasista_jp),12800,ストリートファイター6
2025-02-22 17:32:14,Grand Theft Auto V,【ストグラ】275日目鳩禁指示禁【ケインオー】,ギルくん (guilty1223),8100,雑談
2025-02-22 17:32:14,Grand Theft Auto V,【#ストグラ 146日目】チルなのか？三島みつー【ALLIN】,みつきさんです (mitsuki_mitsuu),4000,日本語
2025-02-22 17:32:14,Grand Theft Auto V,ストグラ523日目 小峯れい/ハイライト,FOXRABBIT,3900,日本語
2025-02-22 17:32:14,Grand Theft Auto V,#ストグラ｜羽山ペティ 192日目,栗山やんみ (yanmidayo),3400,ストグラ
2025-02-22 17:32:14,Grand Theft Auto V,【#ストグラ】Day190 / ALLIN147日目【 #配信しろや / 三否亭 四五六確 / のりプロ所属】,梟雄しろや (kyoyu_shiroya),2400,ストリーマー
2025-02-22 17:32:14,Grand Theft Auto V,AOVIVO Sabadou com Liminha !farmskins !skinplace,liminhag0d,2000,日本語
2025-02-22 17:32:14,Grand Theft Auto V,【ストグラ】180日目 ちる 犬上リオ 鳩.ネタバレ.指示.暴言.他下げ×,Rio_taro,1900,fps
2025-02-22 17:32:14,Grand Theft Auto V,ストグラ460日目/ 大量の体験達 or 148日目/ zzz,あどみん (titiseadmin),1700,ストグラ
2025-02-22 17:32:14,Grand Theft Auto V,OFFICER DYLAN SAWYER - nopixel 4.0,Kyle,1400,鳩禁止
2025-02-22 17:32:14,Grand Theft Auto V,#ストグラ 👑KSDズズ「2025！キモキモオ！」,ズズズズズ (zetyou2),1300,日本語
2025-02-22 17:32:14,Grand Theft Auto V,Heute wird jemand sein letzten Tag haben! 🔸 [Unity-Life] 🔸 !hitech !Koro !Holy #Werbung🔸,MasterTay,1300,日本語
2025-02-22 17:32:14,Grand Theft Auto V,SABATO IMPERIALE | PRIMI PUNTI | REACT ALLE POSTAZIONI | !sub !prime !discord,iDensTv,1300,羽山ペティ
2025-02-22 17:32:14,Grand Theft Auto V,僕ADC、味方のサポートがCS譲ってくれるも簡単なCSも取れずサポートが棒立ちになり次第にCSを取り始める所を見て不甲斐なさと悔しさを感じました。,けっつん (kettuncyukyuhei),1000,ＵFORU
2025-02-22 17:32:14,Grand Theft Auto V,[NARCOCITY] 24ER @jerzy !⚡ !MODPACK ⚡ !OPERA⚡ !DISCORD⚡ !BOBBYCOINS⚡!GO⚡ !RAUB ⚡ ≠ᴡᴇʀʙᴜɴɢ,JERZY,1000,雑談
2025-02-22 17:32:14,Grand Theft Auto V,PACO Y CHUPETE,DeqiuV,997,のりプロ
2025-02-22 17:32:14,Grand Theft Auto V,Я ЗАХВАТЫВАЮ ПЕРВЫЙ БАНК ПОТОМ ФИЛЬМ !tg !ставки !мерч !shop,MIRWANA,964,ALLIN
2025-02-22 17:32:14,Grand Theft Auto V,NORTH WINDAR WAR 9PM | Time2RP | 2.5K SUB GOAL,Saleem,898,日本語
2025-02-22 17:32:14,Grand Theft Auto V,RP | NoPixel | discord.gg/snow | !star,uhSnow,881,Português
2025-02-22 17:32:14,Grand Theft Auto V,Abdul - TAXI MAN - !PRP !PurpleRP !YouTube !Discord !instagram !NoPixel !Time2RP #ad,AbdulHD,875,日本語
2025-02-22 17:32:14,Grand Theft Auto V,382日目の安保さぶ郎。,さぶ郎 (sabu_iko),858,ストグラ
2025-02-22 17:32:14,Grand Theft Auto V,【#ストグラ168日】エナドリ禁止3日目,ゆふな (yufuna),870,日本語
2025-02-22 17:32:14,Grand Theft Auto V,ストグラ『広場 うた子』Day24,ゴールデンボンバーの歌広場淳 (utahiro0830),809,雑談
2025-02-22 17:32:14,Grand Theft Auto V,"Я теперь анимешник, и что вы мне сделаете? Promo: GAS",SOTRUDNICK,775,English
2025-02-22 17:32:14,Grand Theft Auto V,🛑ว๊ายยยย ไม่แพ้นะจ๊ะล้อไม่ได้น้าา🛑 #IHAVECPU #No.1Topup,GOLDENJET_,752,GTA
2025-02-22 17:32:14,Grand Theft Auto V,【#ストグラ】【426日目】Tricksterギャンボス編56日目【ジョーカー視点】【2025.2.22】,せるふぃ_ (selphyyyyy),751,GTA5
2025-02-22 17:32:14,Grand Theft Auto V,Движ на GRAND RP (1 сервер) Промокод: z51 !тг !vip !дс !донат,znat51,740,STGR
2025-02-22 17:32:14,Grand Theft Auto V,【#ストグラ】餡ブレラ編/130日目つよがりとうか,よわむしとうか (touka3210),735,ズズ
2025-02-22 17:32:14,Grand Theft Auto V,PROJECTNYX | LIPA U MAFII? | RANDEWU DZIS | !dzik !steel !g4 !ig !tiktok !prime #ad,krutkii_,729,GTAV
2025-02-22 17:32:14,Grand Theft Auto V,ストグラ Ura Ipura - ほんじつのNOLIMITは｜!org !japan !ura !stgr [日本語/EN OK],rprx,404,Mastertay
2025-02-22 17:32:21,Dota 2,LIVE: HEROIC vs. Team Falcons - DreamLeague Season 25,ESL_DOTA2,12900,English
2025-02-22 17:32:21,Dota 2,matchmaking new patch,ramzes,12400,поворот
2025-02-22 17:32:21,Dota 2,PUB AND CHILL UNTIL FALCONS HEROIC - Dreamleague S25 - Official co-stream /w sing,Gorgc,10100,делаем
2025-02-22 17:32:21,Dota 2,НОВЫЙ ПАТЧ 7.38! 🏆 НАШЕЛ ИМБУ ПАТЧА🏆 РОЗЫГРЫШ В ТГ!!! ДАУБИ ДАУБИ🏆,LenaGol0vach,9600,cerf
2025-02-22 17:32:21,Dota 2,HEROIC [0:0] Team Falcons | DreamLeague S25: Group Stage | BO3 | @Maelstorm & @grayne,dota2_paragon_ru,9100,English
2025-02-22 17:32:21,Dota 2,"DREAMLEAGUE S25 DAY 7 BETBOOM - TEAM SPIRIT, LIQUID -CHIMERA, HEROIC - FALCONS, TUNDRA - PARIVISION ALL GAMES",heartdota23,7000,English
2025-02-22 17:32:21,Dota 2,VARIETY GAMING MORNING - DREAMLEAGUE SEASON 25 - GROUPSTAGE 2 -heroicv vs falcons - CO STREAM,singsing,4200,Русский
2025-02-22 17:32:21,Dota 2,Берём ТИТАНА !розыгрыш !fonbet !mem !sirus,C_a_k_e,3500,Русский
2025-02-22 17:32:21,Dota 2,NEW PATCH! EVERYTHING CHANGED WOW! TRYING EVERYTHING 🛑BACK TO GRIND 🛑 15K ON THE HORIZON 🛑 !YOUTUBE !IG,qojqva,2700,Esports
2025-02-22 17:32:21,Dota 2,บททดสอบของพระเจ้า 8 power of god lf sponsor,dogbrain666,1400,Киберспорт
2025-02-22 17:32:21,Dota 2,Untitled Broadcast,Dunduk,1400,dota
2025-02-22 17:32:21,Dota 2,Liquid 0×2 CHMR - DreamLeague S25 - Fase de Grupos 2 !COACH 🔥 SUB NÃO VE AD !PIX !LOJA !INICIANTES,NS_ART,1100,TeamSpirit
2025-02-22 17:32:21,Dota 2,🔥Паблоси у НОВОМУ ПАТЧІ 7.38 🔥О 20:00 Battle Cup,Ghostik,1100,falcons
2025-02-22 17:32:21,Dota 2,ку,watsondoto,1100,NoBackseating
2025-02-22 17:32:21,Dota 2,DreamLeagueS25 HEROIC vs FALCONS🏝️ NEW PATCH 🏝️🔥 !LOJA,k13tv,1100,English
2025-02-22 17:32:21,Dota 2,[UA] Heroic vs Team Falcons (0-0) BO3 | DreamLeague S25 | by @bafik & @droogtv,dota2_maincast,822,Русский
2025-02-22 17:32:21,Dota 2,обзор на патч 7.38 | основа @pobr4tski,AlikSunder,761,English
2025-02-22 17:32:21,Dota 2,LFT.....,Abed_Dota,743,ภาษาไทย
2025-02-22 17:32:21,Dota 2,"Адаптируюсь в новом патче, ищу имбу",VeRsuta,735,ไทย
2025-02-22 17:32:21,Dota 2,НЕ ЧСВ ❕ИГРАЮ ВЕСЕЛО ❕ НЕ ГОРЮ ❕ 7К БЕРЕТСЯ ❕ НЕ НОЮ ❕!tg !сборка,qwinkiii,543,Русский
2025-02-22 17:32:21,Dota 2,HEROIC vs Team Falcons [Bo3] | DreamLeague S25 - GROUP STAGE 2,ESB_Dota2,530,leagueoflegeneds
2025-02-22 17:32:21,Dota 2,"попробуем сегодня без леска и мидаса?) вижу стрим идет, хех)",AMOR_ED,501,dota
2025-02-22 17:32:21,Dota 2,😇НОВЫЕ ШМОТКИ УЖЕ В 1Х6✅😇ОСОБНЯК ОЖИДАНИЯ НОВОГО ГЕРОЯ - MORPHLING✅В DOTA 1X6✅ТЕРЗАТЕЛИ✅Я НЕ ФРИК✅! и че вы ржете... ПОКАЗЫВАЮ😂 !tg,raze1x6,412,Português
2025-02-22 17:32:21,Dota 2,[FIL] Team Falcons vs Heroic (BO3) | DreamLeague S25 - Groupstage 2,kuyanicwxc,363,Ukraine
2025-02-22 17:32:21,Dota 2,🔴 Live EP.298 | 👊 ทีมอินเดียไม่น่ามา เพราะกัปตันไม่ซ้อม👊,Mikasa_th,309,Україна
2025-02-22 17:32:21,Dota 2,MORE GAINS | 8.5k✅ 9k✅ 9.5k✅ 10k✅ 10.5k✅ | EVERY TI ATTENDEE ASCENDS BACK TO THE PINNACLE OF VIDEO GAME | !raleigh !discord,syndereN,276,Українська
2025-02-22 17:32:21,Dota 2,🇧🇷 AO VIVO: HEROIC vs Team Falcons – DreamLeague S25 – Fase de Grupos - @balonesbr & @taynerous,BTSBrasilTV,266,Русский
2025-02-22 17:32:21,Dota 2,【Albis 小夜夜】2/22 超大改版 上分囉~,小夜夜 (albislol),243,English
2025-02-22 17:32:21,Dota 2,🔴[TH]🏹[No Delay] Falcons vs Heroic (Bo3) | DreamLeague S25 GS2 : !tipme โดเนทขึ้นจอ,lakelzth,236,Competitive
2025-02-22 17:32:21,Dota 2,"🔴ТОП 1 СНАЙПЕР, ТОП 1 МИДЕР В ДОКЕ ДВА! ▄︻デ══━一💥 !tg !hellstore !hype !up-x !ggdrop",DIMASS5,215,Coach
2025-02-22 17:32:21,Dota 2,LIVE: HEROIC vs. Team Falcons - DreamLeague Season 25,ESL_DOTA2,12900,English
2025-02-22 17:32:21,Dota 2,matchmaking new patch,ramzes,12400,поворот
2025-02-22 17:32:21,Dota 2,PUB AND CHILL UNTIL FALCONS HEROIC - Dreamleague S25 - Official co-stream /w sing,Gorgc,10100,делаем
2025-02-22 17:32:21,Dota 2,НОВЫЙ ПАТЧ 7.38! 🏆 НАШЕЛ ИМБУ ПАТЧА🏆 РОЗЫГРЫШ В ТГ!!! ДАУБИ ДАУБИ🏆,LenaGol0vach,9600,cerf
2025-02-22 17:32:21,Dota 2,HEROIC [0:0] Team Falcons | DreamLeague S25: Group Stage | BO3 | @Maelstorm & @grayne,dota2_paragon_ru,9100,English
2025-02-22 17:32:21,Dota 2,"DREAMLEAGUE S25 DAY 7 BETBOOM - TEAM SPIRIT, LIQUID -CHIMERA, HEROIC - FALCONS, TUNDRA - PARIVISION ALL GAMES",heartdota23,7000,English
2025-02-22 17:32:21,Dota 2,VARIETY GAMING MORNING - DREAMLEAGUE SEASON 25 - GROUPSTAGE 2 -heroicv vs falcons - CO STREAM,singsing,4200,Русский
2025-02-22 17:32:21,Dota 2,Берём ТИТАНА !розыгрыш !fonbet !mem !sirus,C_a_k_e,3500,Русский
2025-02-22 17:32:21,Dota 2,NEW PATCH! EVERYTHING CHANGED WOW! TRYING EVERYTHING 🛑BACK TO GRIND 🛑 15K ON THE HORIZON 🛑 !YOUTUBE !IG,qojqva,2700,Esports
2025-02-22 17:32:21,Dota 2,บททดสอบของพระเจ้า 8 power of god lf sponsor,dogbrain666,1400,Киберспорт
2025-02-22 17:32:21,Dota 2,Untitled Broadcast,Dunduk,1400,dota
2025-02-22 17:32:21,Dota 2,Liquid 0×2 CHMR - DreamLeague S25 - Fase de Grupos 2 !COACH 🔥 SUB NÃO VE AD !PIX !LOJA !INICIANTES,NS_ART,1100,TeamSpirit
2025-02-22 17:32:21,Dota 2,🔥Паблоси у НОВОМУ ПАТЧІ 7.38 🔥О 20:00 Battle Cup,Ghostik,1100,falcons
2025-02-22 17:32:21,Dota 2,ку,watsondoto,1100,NoBackseating
2025-02-22 17:32:21,Dota 2,DreamLeagueS25 HEROIC vs FALCONS🏝️ NEW PATCH 🏝️🔥 !LOJA,k13tv,1100,English
2025-02-22 17:32:21,Dota 2,[UA] Heroic vs Team Falcons (0-0) BO3 | DreamLeague S25 | by @bafik & @droogtv,dota2_maincast,822,Русский
2025-02-22 17:32:21,Dota 2,обзор на патч 7.38 | основа @pobr4tski,AlikSunder,761,English
2025-02-22 17:32:21,Dota 2,LFT.....,Abed_Dota,743,ภาษาไทย
2025-02-22 17:32:21,Dota 2,"Адаптируюсь в новом патче, ищу имбу",VeRsuta,735,ไทย
2025-02-22 17:32:21,Dota 2,НЕ ЧСВ ❕ИГРАЮ ВЕСЕЛО ❕ НЕ ГОРЮ ❕ 7К БЕРЕТСЯ ❕ НЕ НОЮ ❕!tg !сборка,qwinkiii,543,Русский
2025-02-22 17:32:21,Dota 2,HEROIC vs Team Falcons [Bo3] | DreamLeague S25 - GROUP STAGE 2,ESB_Dota2,530,leagueoflegeneds
2025-02-22 17:32:21,Dota 2,"попробуем сегодня без леска и мидаса?) вижу стрим идет, хех)",AMOR_ED,501,dota
2025-02-22 17:32:21,Dota 2,😇НОВЫЕ ШМОТКИ УЖЕ В 1Х6✅😇ОСОБНЯК ОЖИДАНИЯ НОВОГО ГЕРОЯ - MORPHLING✅В DOTA 1X6✅ТЕРЗАТЕЛИ✅Я НЕ ФРИК✅! и че вы ржете... ПОКАЗЫВАЮ😂 !tg,raze1x6,412,Português
2025-02-22 17:32:21,Dota 2,[FIL] Team Falcons vs Heroic (BO3) | DreamLeague S25 - Groupstage 2,kuyanicwxc,363,Ukraine
2025-02-22 17:32:21,Dota 2,🔴 Live EP.298 | 👊 ทีมอินเดียไม่น่ามา เพราะกัปตันไม่ซ้อม👊,Mikasa_th,309,Україна
2025-02-22 17:32:21,Dota 2,MORE GAINS | 8.5k✅ 9k✅ 9.5k✅ 10k✅ 10.5k✅ | EVERY TI ATTENDEE ASCENDS BACK TO THE PINNACLE OF VIDEO GAME | !raleigh !discord,syndereN,276,Українська
2025-02-22 17:32:21,Dota 2,🇧🇷 AO VIVO: HEROIC vs Team Falcons – DreamLeague S25 – Fase de Grupos - @balonesbr & @taynerous,BTSBrasilTV,266,Русский
2025-02-22 17:32:21,Dota 2,【Albis 小夜夜】2/22 超大改版 上分囉~,小夜夜 (albislol),243,English
2025-02-22 17:32:21,Dota 2,🔴[TH]🏹[No Delay] Falcons vs Heroic (Bo3) | DreamLeague S25 GS2 : !tipme โดเนทขึ้นจอ,lakelzth,236,Competitive
2025-02-22 17:32:21,Dota 2,"🔴ТОП 1 СНАЙПЕР, ТОП 1 МИДЕР В ДОКЕ ДВА! ▄︻デ══━一💥 !tg !hellstore !hype !up-x !ggdrop",DIMASS5,215,Coach
2025-02-22 17:32:30,World of Warcraft,🔴[HC] 20 MAN MC/ONY - 1PM EST - GUILD DIES TONIGHT,ahmpy,8500,English
2025-02-22 17:32:30,World of Warcraft,🚨HC MOLTEN CORE TODAY🚨BREAKING 0/10 CURSE🚨MARY RAID LEAD🚨HUUUUUUGE DRAMA!!🚨-then-> PoE PHRECIA AFTER RAID🚨,Quin69,7600,English
2025-02-22 17:32:30,World of Warcraft,💀<ONLYFANGS> 20 MAN ONY/MC RAID @7PM CET HARDCORE CLASSIC 💀 !guide,JokerdTV,4200,MMORPG
2025-02-22 17:32:30,World of Warcraft,"Test du prochain patch 11.1.0 de WoW avec @KennyStream dans la nouvelle zone ""TERREMINE(R)"" #CollaborationCommerciale",ZeratoR,4100,English
2025-02-22 17:32:30,World of Warcraft,"BONJOUR LES ÉCLAIRS, découverte de Terremine !wow #Publicité #GobelinAuVolant", with KennyStream ,4100,Français
2025-02-22 17:32:30,World of Warcraft,🔴DROPS HERE💀MOLTEN CORE NOW! 💀HARDCORE #1 ON SERVER 💀 <WASHED UP>,KennyStream,4000,Français
2025-02-22 17:32:30,World of Warcraft,💀MASSIVE DEATHS!?💀20 MAN MOLTEN CORE/ONY💀WARLOCK POV💀<ONLYFANGS>💀, with ZeratoR ,3700,Classic
